ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
116844,29691,7,Poornima Guptav,20.0,293053056.0,Engineer,44872.3,3927.3583333333336,1.0,2.0,3.0,0.0,No Data,4.0,13.0,1.35,4.0,Good,331.25,35.514051109211934,358.0,No,0.0,44.221400555860775,Low_spent_Small_value_payments,260.55893103908204,Standard
27510,27821,1,Mattl,37.0,544739056.0,Teacher,47291.79,3852.9825,10.0,6.0,28.0,8.0,"personal loan,mortgage loan,not specified,personal loan,mortgage loan,personal loan,credit-builder loan,payday loan",38.0,21.0,20.27,8.0,Bad,3148.34,31.586184254466875,151.0,Yes,196.88804584979923,104.66812438769992,High_spent_Small_value_payments,210.42292888401383,Standard
126814,33211,5,Michelef,51.0,189251398.0,Engineer,13738.735,1328.8945833333337,7.0,6.0,11.0,4.0,"debt consolidation loan,mortgage loan,credit-builder loan,personal loan",26.0,10.0,2.92,5.0,Standard,365.03,30.825908534051887,283.0,No,44.6466611340085,0.0,Low_spent_Small_value_payments,267.2801686769234,Standard
131520,17933,7,Harriet McLeodv,23.0,367570225.0,Journalist,42346.98,3776.915,3.0,2.0,12.0,0.0,No Data,3.0,6.0,8.89,7.0,Good,373.79,36.90037018308378,359.0,No,0.0,50.83806014450473,Low_spent_Medium_value_payments,517.2533311633725,Good
148110,3028,1,Devitty,45.0,583655183.0,Architect,106614.18,9150.515,3.0,6.0,6.0,2.0,"debt consolidation loan,mortgage loan",7.0,0.0,4.8900000000000015,4.0,Good,40.71,35.076028790051005,306.0,No,105.1786512581012,143.27943880262012,High_spent_Small_value_payments,619.2706404440635,Standard
23136,19954,7,Colep,19.0,295091061.0,Entrepreneur,103755.87,8577.3225,8.0,4.0,12.0,7.0,"personal loan,not specified,mortgage loan,auto loan,payday loan,payday loan,credit-builder loan",24.0,17.0,7.27,4.0,Standard,1013.57,34.36728425848787,110.0,Yes,406.07693644622606,79.48677959544592,High_spent_Medium_value_payments,612.168533958328,Standard
28222,9992,5,ernien,28.0,287445880.0,Scientist,40078.08,3385.84,0.0,6.0,7.0,0.0,No Data,2.0,3.0,5.62,4.0,Good,649.84,32.41800801851973,369.0,No,0.0,37.98453516899869,High_spent_Medium_value_payments,530.1317790637513,Poor
94281,17641,4,Barri,34.0,482456373.0,Architect,19656.96,1339.08,8.0,6.0,32.0,9.0,"payday loan,credit-builder loan,payday loan,home equity loan,student loan,student loan,personal loan,mortgage loan,mortgage loan",57.0,17.0,1.88,9.0,Bad,2525.19,27.08170618656669,40.0,NM,108.02902901921296,31.91223027964569,Low_spent_Medium_value_payments,265.89850373416994,Poor
116075,46397,6,Annikac,34.0,729068587.0,Media_Manager,69955.56,5675.63,8.0,6.0,6.0,0.0,No Data,16.0,19.0,12.93,8.0,Standard,552.5,30.93584411635432,297.0,Yes,0.0,39.558507653898246,Low_spent_Large_value_payments,631.9249340634938,Standard
48404,15276,3,le Paule,21.0,601702993.0,Scientist,120479.63999999998,9968.97,2.0,7.0,8.0,2.0,"not specified,payday loan",15.0,5.0,6.98,4.0,Good,590.08,34.429158779766176,210.0,No,129.17800282692826,82.59521668456178,Low_spent_Medium_value_payments,190.76237822287845,Good
114981,11104,4,Rodrigo Camposp,24.0,386570586.0,Writer,60400.17,5010.3475,6.0,8.0,29.0,7.0,"debt consolidation loan,credit-builder loan,not specified,payday loan,home equity loan,home equity loan,debt consolidation loan",54.0,24.0,29.02,11.0,Bad,4058.77,26.94714304541352,59.0,Yes,211.65583161894267,35.08628322888631,Low_spent_Small_value_payments,220.1349592807592,Standard
38556,22983,7,Jennifer Ablanp,29.0,650761704.0,Mechanic,33036.44,2881.036666666667,4.0,3.0,17.0,6.0,"payday loan,mortgage loan,not specified,auto loan,credit-builder loan,home equity loan",27.0,16.0,13.76,7.0,Standard,1377.16,38.15759768666948,81.0,Yes,143.14034480959944,21.611404678554923,Low_spent_Small_value_payments,213.2065548417829,Standard
117223,25893,2,Palmerw,28.0,734192330.0,Manager,28431.46,2378.288333333333,7.0,5.0,18.0,5.0,"not specified,home equity loan,mortgage loan,student loan,mortgage loan",30.0,24.0,2.64,13.0,Bad,2152.83,38.14708504801513,102.0,Yes,111.22702921272,67.98509485835278,Low_spent_Medium_value_payments,179.46235347136275,Poor
58981,9879,8,Tetsushiu,55.0,711213388.0,Scientist,98796.84,8206.07,1.0,3.0,4.0,2.0,"auto loan,mortgage loan",15.0,2.0,4.31,3.0,Good,324.1,35.130956221491616,287.0,No,110.2833806839318,90.9641569672237,High_spent_Medium_value_payments,718.339105783117,Standard
128613,31964,4,Thomas Escritth,49.0,303663456.0,Developer,40038.58,3358.5483333333336,4.0,3.0,3.0,0.0,No Data,4.0,8.0,14.25,8.0,Good,16.88,33.68027297391985,253.0,No,0.0,70.87753639533467,High_spent_Medium_value_payments,450.0663988403031,Good
70208,8140,3,Noah Barkinb,26.0,515773276.0,Media_Manager,125866.24,10420.853333333334,5.0,4.0,17.0,3.0,"auto loan,payday loan,debt consolidation loan",25.0,16.0,17.46,7.0,Standard,717.86,37.71590977177159,78.0,NM,253.1964893810349,136.4363837059495,High_spent_Large_value_payments,892.4524602463489,Standard
72010,25991,5,Rosenb,28.0,894910.0,Architect,118763.0,9962.916666666666,0.0,7.0,8.0,4.0,"payday loan,student loan,payday loan,not specified",2.0,5.0,2.78,3.0,Good,335.45,27.744279304188577,349.0,No,269.2018928763692,102.30300562420922,Low_spent_Small_value_payments,431.187562587772,Good
116961,48215,4,Shalal-Esah,43.0,549761283.0,Media_Manager,31236.78,2335.065,4.0,4.0,24.0,4.0,"payday loan,credit-builder loan,not specified,mortgage loan",15.0,9.0,8.22,4.0,Standard,2250.42,37.146902980241535,71.0,Yes,80.33364377858555,51.36144388728256,Low_spent_Small_value_payments,306.7481321598333,Poor
99418,48318,5,Kirstin Ridleyx,47.0,152410084.0,Lawyer,17228.775,1460.73125,4.0,3.0,20.0,0.0,No Data,30.0,19.0,8.53,4.0,Standard,862.64,24.539590868416497,395.0,Yes,0.0,48.46371494931808,Low_spent_Medium_value_payments,319.59345961424617,Standard
147263,5794,6,Liana B.g,24.0,73142342.0,Musician,119680.56,9906.38,8.0,4.0,17.0,4.0,"mortgage loan,payday loan,student loan,home equity loan",14.0,14.0,3.61,4.0,Standard,871.69,30.85279701559755,279.0,No,330.57926645685205,108.4366071460787,High_spent_Large_value_payments,644.5372316773003,Standard
122060,17866,3,itai,20.0,178468544.0,Lawyer,10409.755,823.4795833333333,9.0,7.0,16.0,5.0,"payday loan,home equity loan,auto loan,personal loan,not specified",58.0,15.0,15.22,13.0,Bad,2614.92,32.796345969408485,40.0,Yes,40.663435851025895,13.7352391066406,High_spent_Medium_value_payments,277.9492833756668,Poor
109441,45158,8,Xizew,20.0,664335906.0,Engineer,40702.96,3536.913333333333,6.0,6.0,32.0,5.0,"student loan,debt consolidation loan,debt consolidation loan,student loan,credit-builder loan",34.0,23.0,25.82,13.0,Bad,2667.87,37.0257240901549,83.0,NM,110.1978582739481,28.081498938736345,High_spent_Medium_value_payments,441.09456421525056,Standard
97213,41514,8,Kajimotol,24.0,505291719.0,Architect,8356.44,503.37,5.0,5.0,19.0,5.0,"home equity loan,not specified,student loan,auto loan,home equity loan",25.0,10.0,13.53,9.0,Standard,1967.2,24.46531089041195,237.0,NM,19.932331558823908,0.0,Low_spent_Small_value_payments,284.65482345661496,Standard
104027,2666,6,Blenkinsopu,44.0,657949439.0,Lawyer,49657.92,4193.16,8.0,5.0,27.0,5.0,"home equity loan,credit-builder loan,personal loan,home equity loan,debt consolidation loan",29.0,20.0,24.59,12.0,Bad,3469.9,22.49327824077468,30.0,Yes,187.02513136327823,50.77868794071176,Low_spent_Medium_value_payments,388.53973162166176,Standard
120504,36265,7,Estelle Shirbonf,29.0,175511525.0,Developer,50787.69,4209.3075,6.0,7.0,18.0,9.0,"mortgage loan,mortgage loan,not specified,debt consolidation loan,not specified,mortgage loan,credit-builder loan,payday loan,payday loan",44.0,20.0,23.44,10.0,Bad,3261.13,35.15500839193437,71.0,Yes,314.22052999330145,37.147854169898025,High_spent_Large_value_payments,309.5623658368005,Standard
128999,17516,6,Krauskopfj,44.0,289164830.0,Media_Manager,8177.41,803.4508333333333,7.0,10.0,22.0,7.0,"credit-builder loan,student loan,not specified,not specified,credit-builder loan,mortgage loan,mortgage loan",14.0,19.0,17.02,7.0,Standard,1370.66,36.23354271310407,212.0,Yes,47.56149170415456,0.0,Low_spent_Medium_value_payments,245.85189439059943,Poor
91093,40961,8,Leighs,27.0,6122174.0,Developer,67648.36,5626.363333333334,10.0,8.0,34.0,9.0,"home equity loan,student loan,home equity loan,home equity loan,debt consolidation loan,mortgage loan,home equity loan,debt consolidation loan,mortgage loan",43.0,18.0,1.58,10.0,Bad,4865.81,30.55784102825096,77.0,Yes,260.6808271242107,85.52682490252604,Low_spent_Medium_value_payments,383.2460521785629,Poor
144732,4327,7,Carewj,19.0,94896380.0,Engineer,64933.76,5368.1466666666665,3.0,3.0,33.0,4.0,"mortgage loan,auto loan,home equity loan,debt consolidation loan",15.0,19.0,19.04,6.0,Standard,2699.17,29.72285905210905,172.0,Yes,193.69258208877807,44.25269690460318,Low_spent_Medium_value_payments,256.1097268961116,Poor
94246,5322,5,Bosellip,29.0,348829499.0,Teacher,122028.48,9899.04,2.0,7.0,8.0,3.0,"home equity loan,debt consolidation loan,mortgage loan",28.0,11.0,12.35,4.0,Good,53.04,32.86072705904557,307.0,No,290.51853718170645,79.7724499037232,Low_spent_Medium_value_payments,679.6233406099645,Poor
42469,38647,8,Freifeldu,43.0,531789628.0,Lawyer,16544.455,1111.3292225868156,1.0,3.0,11.0,0.0,No Data,13.0,4.0,5.31,1.0,Good,217.92,32.34303107851738,291.0,No,98.37536074651784,29.07387401307384,Low_spent_Small_value_payments,258.7204589469999,Standard
90176,26966,3,Katharinaq,30.0,807243038.0,Doctor,61883.44,4914.953333333334,9.0,7.0,27.0,8.0,"student loan,credit-builder loan,debt consolidation loan,credit-builder loan,auto loan,personal loan,personal loan,credit-builder loan",53.0,22.0,18.18,7.0,Bad,4783.46,28.589206234355192,63.0,Yes,231.0384276211212,37.40996413436218,Low_spent_Large_value_payments,171.15696006815108,Poor
96455,17603,6,Poornimax,34.0,497021106.0,Developer,108638.76,9276.23,6.0,3.0,20.0,2.0,"credit-builder loan,auto loan",5.0,12.0,14.66,5.0,Standard,1365.32,27.56587737400524,79.0,Yes,131.0650866584753,67.63292900410734,Low_spent_Large_value_payments,781.2120774699774,Poor
61930,31538,5,Kentarom,24.0,461941279.0,Developer,56455.35000000001,4511.6125,9.0,9.0,20.0,9.0,"credit-builder loan,personal loan,payday loan,payday loan,debt consolidation loan,not specified,student loan,mortgage loan,auto loan",32.0,21.0,22.15,7.0,Bad,4468.81,27.51961792287189,74.0,Yes,415.6072332786076,67.50657837377724,High_spent_Small_value_payments,109.86005814981286,Standard
65576,16146,3,Europeanx,14.0,710290360.0,Mechanic,15419.66,1451.9716666666666,4.0,5.0,24.0,7.0,"not specified,personal loan,not specified,personal loan,credit-builder loan,credit-builder loan,mortgage loan",17.0,9.0,17.1,10.0,Standard,1852.93,26.39951843151336,157.0,Yes,75.57783969043248,62.10413119539458,Low_spent_Small_value_payments,297.51519578083963,Poor
48744,43244,7,Brm,42.0,752844249.0,Mechanic,126217.6,9015.652514400528,8.0,7.0,14.0,1.0,mortgage loan,9.0,8.0,2.34,4.0,Standard,1000.98,32.5825247521427,220.0,No,1486.3258082494085,123.37488057000412,Low_spent_Medium_value_payments,209.4501892016936,Good
24768,19306,7,Kristenx,30.0,560375114.0,Developer,8958.715,822.5595833333333,4.0,7.0,18.0,4.0,"not specified,not specified,auto loan,home equity loan",9.0,9.0,9.49,9.0,Standard,2133.24,35.62621438783776,241.0,Yes,23.253705052283944,0.0,High_spent_Large_value_payments,289.81351780083907,Standard
152602,15924,5,Amano,18.0,221595804.0,Engineer,139658.08,11915.173333333332,5.0,3.0,18.0,4.0,"payday loan,personal loan,auto loan,debt consolidation loan",22.0,13.0,19.24,8.0,Standard,593.72,28.024674416897568,65.0,Yes,233.4347253771573,105.92725039613268,High_spent_Large_value_payments,1008.6075072442728,Standard
126670,28147,5,Joyce Leeu,29.0,466034446.0,Engineer,71290.06,6199.838333333332,8.0,3.0,17.0,0.0,No Data,5.0,15.0,3.26,8.0,Standard,1314.99,38.16493366931234,218.0,Yes,0.0,60.67401022622767,High_spent_Large_value_payments,799.3098231071057,Standard
109398,28338,1,Wanfeng Zhouz,24.0,693125054.0,Journalist,89995.59,7546.6325,5.0,7.0,5.0,3.0,"student loan,student loan,home equity loan",23.0,17.0,11.25,7.0,Standard,458.81,24.617924066178308,208.0,Yes,122.20461482312724,68.47047151019976,High_spent_Medium_value_payments,581.854221950759,Standard
62598,17314,1,Knightw,34.0,721566330.0,Doctor,8990.5,949.2083333333336,10.0,9.0,33.0,3.0,"payday loan,payday loan,home equity loan",47.0,21.0,5.98,7.0,Bad,2663.62,36.2600228137063,149.0,Yes,14.744316528564074,27.57658490622272,Low_spent_Small_value_payments,294.7728602483993,Standard
34270,38778,5,Lucianag,19.0,444804079.0,Journalist,73713.48,6269.79,4.0,6.0,22.0,6.0,"home equity loan,mortgage loan,debt consolidation loan,auto loan,home equity loan,personal loan",2.0,16.0,15.78,7.0,Standard,1462.83,25.55888068634853,204.0,Yes,321.959777465436,80.67136363254919,Low_spent_Medium_value_payments,6.736601219481031,Poor
85854,16506,1,Rothackern,19.0,250682308.0,Engineer,15131.6,1505.966666666667,5.0,5.0,8.0,3.0,"auto loan,payday loan,debt consolidation loan",4.0,4.0,1.59,1.0,Good,463.82,28.196897550295297,299.0,No,25.930431741169137,27.34611800927009,Low_spent_Small_value_payments,303.264929368905,Standard
130917,20034,4,Camposj,38.0,473824532.0,Scientist,42829.15,3535.0958333333333,0.0,5.0,3.0,1.0,debt consolidation loan,1.0,4.0,5.21,3.0,Good,590.76,24.73030849046198,389.0,No,25.306032448873378,38.85079185497773,Low_spent_Small_value_payments,428.550097694404,Standard
40339,39649,2,Smita Madhuru,25.0,794805794.0,Mechanic,82670.04,6775.169999999999,9.0,9.0,31.0,6.0,"personal loan,personal loan,not specified,auto loan,credit-builder loan,student loan",35.0,17.0,28.91,6.0,Bad,2541.88,29.83519331539045,20.0,Yes,388.6253064477928,56.17611837572205,High_spent_Large_value_payments,472.7155751764851,Poor
94593,39930,4,Vaughanl,31.0,531987848.0,Scientist,73937.62,5980.468333333332,2.0,6.0,4.0,4.0,"not specified,auto loan,home equity loan,personal loan",3.0,6.0,7.54,8.0,Good,1349.16,27.054168024807986,245.0,No,213.4289408995417,60.17410714525754,High_spent_Large_value_payments,552.1889984381434,Standard
33538,50081,5,Gaffenr,39.0,64964304.0,Mechanic,15106.33,1540.8608333333334,6.0,9.0,16.0,8.0,"debt consolidation loan,home equity loan,home equity loan,not specified,mortgage loan,personal loan,not specified,mortgage loan",53.0,17.0,3.98,13.0,Bad,1389.92,30.81222418094811,96.0,Yes,79.45377455618771,28.924242317299512,High_spent_Small_value_payments,227.524222119791,Poor
77302,37080,5,Caroline Valetkevitchj,44.0,558000738.0,Engineer,67930.88,5729.906666666668,5.0,4.0,25.0,7.0,"debt consolidation loan,personal loan,home equity loan,mortgage loan,debt consolidation loan,credit-builder loan,payday loan",24.0,11.0,11.28,7.0,Standard,2486.49,32.00127066346096,107.0,Yes,379.6037902247704,69.84459493978359,Low_spent_Large_value_payments,299.1763395836366,Poor
113911,31653,2,Eric Onstadg,19.0,257563896.0,Writer,53266.23,4310.8525,4.0,6.0,16.0,4.0,"student loan,student loan,not specified,payday loan",17.0,20.0,9.62,6.0,Standard,1988.24,33.18655870056652,113.0,Yes,176.3947605622812,47.1384731865164,High_spent_Medium_value_payments,337.37207113885466,Standard
144445,18653,8,Jonathanj,20.0,202262578.0,Accountant,45285.96,4022.83,6.0,4.0,12.0,2.0,"debt consolidation loan,credit-builder loan",11.0,13.0,6.4700000000000015,6.0,Standard,1077.91,29.652179574014287,117.0,Yes,46.97017764405022,63.29400256327262,Low_spent_Medium_value_payments,319.59597184604024,Standard
22350,13587,1,Armstronge,30.0,407975354.0,Accountant,83037.36,6663.78,8.0,9.0,19.0,6.0,"debt consolidation loan,auto loan,not specified,mortgage loan,mortgage loan,home equity loan",17.0,18.0,7.46,9.0,Standard,1446.74,26.511301732509928,105.0,Yes,263.2702400233512,57.799384569971856,High_spent_Large_value_payments,555.6169995827256,Poor
146244,6400,7,Strupczewskix,26.0,534198100.0,Accountant,8137.625,680.1354166666666,8.0,6.0,34.0,8.0,"mortgage loan,mortgage loan,mortgage loan,personal loan,not specified,debt consolidation loan,home equity loan,home equity loan",35.0,22.0,17.53,6.0,Bad,3938.7,24.69698198119824,28.0,Yes,53.34367125123679,15.81267760071214,Low_spent_Medium_value_payments,249.73696179463107,Poor
127365,49547,4,Estellec,25.0,90198485.0,Musician,29228.18,2695.681666666667,7.0,5.0,9.0,0.0,No Data,14.0,17.0,12.92,2.0,Standard,1478.07,29.417944991418096,314.0,Yes,0.0,32.16159696470151,Low_spent_Large_value_payments,333.69758854155083,Standard
137575,8798,2,Subhadip Sircarq,17.0,693409693.0,Architect,22077.27,1910.7725,3.0,7.0,8.0,2.0,"payday loan,payday loan",6.0,12.0,17.84,8.0,Standard,918.22,33.1630226409966,118.0,Yes,30.079706693191085,26.775981953507447,High_spent_Large_value_payments,368.55469386894407,Standard
61968,11245,7,Lambertg,25.0,630877057.0,Accountant,104177.61000000002,8671.4675,3.0,6.0,1.0,2.0,"auto loan,payday loan",12.0,1.0,4.22,3.0,Good,581.83,29.541861019351327,299.0,No,141.6961457709901,112.05924464028756,High_spent_Large_value_payments,746.9036916193554,Poor
16741,48117,8,Tetsushi Kajimotog,43.0,413061083.0,Musician,35346.69,2757.557500000001,1.0,6.0,12.0,1.0,payday loan,0.0,3.0,8.3,4.0,Good,497.75,35.28408362397654,357.0,No,23.593977965179683,53.46734863086228,Low_spent_Small_value_payments,263.2842755746352,Standard
25355,35963,6,Jessica Toonkelt,31.0,862652779.0,Writer,55197.81,4708.8175,6.0,4.0,23.0,2.0,"credit-builder loan,not specified",20.0,20.0,8.17,7.0,Standard,1931.66,39.91164487534856,94.0,Yes,78.74861888701788,31.1197084054316,High_spent_Large_value_payments,528.062972579344,Poor
115393,15355,8,Jessica Toonkelu,37.0,110796188.0,Architect,19718.92,1510.7347878324483,10.0,9.0,19.0,6.0,"student loan,not specified,home equity loan,debt consolidation loan,not specified,personal loan",22.0,11.0,18.92,13.0,Standard,2057.56,34.57056868158442,201.0,Yes,229.57498548768945,29.762497040495905,Low_spent_Large_value_payments,228.8014440080165,Poor
11196,30348,7,Margaret Chadbournu,24.0,628816734.0,Lawyer,53908.41,4456.3675,9.0,5.0,17.0,5.0,"mortgage loan,credit-builder loan,not specified,student loan,auto loan",39.0,21.0,25.07,11.0,Bad,3078.82,37.48975439248908,169.0,Yes,219.838310179153,59.97571102266461,Low_spent_Small_value_payments,69.45799259831944,Poor
104857,20766,8,Steve Slatero,40.0,55933369.0,Lawyer,19604.35,1715.6958333333332,5.0,4.0,15.0,5.0,"home equity loan,debt consolidation loan,personal loan,not specified,mortgage loan",10.0,11.0,10.9,8.0,Standard,694.78,36.95136088079396,143.0,Yes,44.21040870276031,17.987304072369835,Low_spent_Medium_value_payments,319.265061102215,Poor
51168,50125,7,Charmianw,14.0,398199402.0,Musician,36818.29,3007.1908333333336,6.0,6.0,11.0,7.0,"debt consolidation loan,credit-builder loan,credit-builder loan,personal loan,not specified,not specified,home equity loan",11.0,6.0,19.92,7.0,Standard,563.84,40.27642967548388,161.0,Yes,195.5092874229128,57.6706703437619,Low_spent_Small_value_payments,236.6273241310856,Standard
143287,32967,2,David Morganl,27.0,457711752.0,Architect,123181.16,10391.096666666666,4.0,5.0,9.0,0.0,No Data,26.0,11.0,6.44,3.0,Good,877.78,36.57148371815766,297.0,No,0.0,69.56476870250738,High_spent_Large_value_payments,249.33030719903493,Standard
63573,33881,4,Freilichq,54.0,958071852.0,Teacher,27316.86,1985.405,3.0,3.0,20.0,3.0,"mortgage loan,mortgage loan,mortgage loan",10.0,15.0,3.0500000000000007,8.0,Standard,761.67,23.941705303365907,316.0,NM,56.83239034589563,40.66228966435895,High_spent_Medium_value_payments,351.0458199897455,Standard
105778,16377,5,Tim Hepheri,19.0,190534630.0,Doctor,17055.61,1650.3008333333337,7.0,3.0,20.0,2.0,"mortgage loan,payday loan",23.0,20.0,11.44,8.0,Standard,1079.76,25.18687982461202,230.0,NM,28.40229704201295,12.2392609349031,High_spent_Large_value_payments,364.3885253564173,Standard
59937,19185,4,Melissa Akinw,34.0,708551426.0,Scientist,162955.92,13332.660000000002,5.0,6.0,3.0,2.0,"credit-builder loan,student loan",1.0,6.0,1.77,0.0,Good,377.68,32.83739543780909,384.0,No,175.58768432156228,90.53222730538894,Low_spent_Medium_value_payments,377.3329828451412,Good
135775,3103,2,Peters,20.0,161090372.0,Architect,9000.425,703.0354166666666,7.0,4.0,31.0,3.0,"debt consolidation loan,auto loan,personal loan",26.0,8.0,18.78,6.0,Standard,1662.33,30.4215403932184,173.0,Yes,11.682177942236992,16.736429283576438,High_spent_Large_value_payments,281.8849344408532,Poor
80034,12536,1,Jonathany,49.0,894725781.0,Writer,35139.27,2917.2725,1.0,5.0,8.0,3.0,"not specified,debt consolidation loan,not specified",8.0,2.0,1.19,2.0,Good,978.09,32.710497395965945,346.0,No,76.8575899551512,34.999964119798456,High_spent_Small_value_payments,344.75233140743217,Good
154042,48920,5,Martinnea,34.0,481816404.0,Developer,81100.8,6822.4000000000015,7.0,8.0,31.0,8.0,"not specified,personal loan,student loan,home equity loan,credit-builder loan,mortgage loan,debt consolidation loan,personal loan",19.0,20.0,19.6,10.0,Bad,3988.3,37.47795067634989,9.0,Yes,411.3862774277535,177.4914582330325,Low_spent_Large_value_payments,125.68688297962348,Standard
142654,36866,5,Nickp,42.0,540684591.0,Media_Manager,20851.59,1701.6325,4.0,6.0,18.0,1.0,mortgage loan,23.0,15.0,11.46,5.0,Standard,1195.06,34.666686835165265,197.0,NM,9.299161964160938,16.315160833289244,Low_spent_Large_value_payments,278.88482067959666,Standard
109008,35460,7,Felsenthald,28.0,880617472.0,Accountant,20397.51,1413.7924999999998,5.0,2.0,9.0,4.0,"debt consolidation loan,auto loan,credit-builder loan,home equity loan",15.0,10.0,2.46,3.0,Good,452.79,29.61973316374755,278.0,No,52.94486524391336,17.2059654655591,High_spent_Medium_value_payments,297.39674262272257,Good
55138,9151,5,Sinead Cruisey,27.0,520854444.0,Engineer,69806.76,6055.23,3.0,4.0,19.0,0.0,No Data,21.0,22.0,5.49,4.0,Standard,192.43,27.28104469062447,225.0,Yes,0.0,63.85797768411675,High_spent_Small_value_payments,459.34331311834353,Standard
11447,4561,6,Jennifer Ablans,24.0,396446161.0,Mechanic,11731.585,828.6320833333333,8.0,3.0,6.0,2.0,"credit-builder loan,student loan",11.0,10.0,7.48,2.0,Standard,289.73,34.94722685207377,228.0,Yes,15.359696785723465,12.397327680552172,Low_spent_Small_value_payments,311.74786331749215,Standard
90726,36467,1,Thomass,34.0,733723818.0,Architect,15807.59,1398.299166666667,6.0,8.0,28.0,5.0,"personal loan,personal loan,not specified,mortgage loan,payday loan",40.0,18.0,7.59,9.0,Standard,2400.96,26.31549905114956,169.0,Yes,39.44534881572145,16.166386712638868,Low_spent_Small_value_payments,273.639745319685,Poor
100165,7757,8,Nicola Leskez,19.0,669945422.0,Entrepreneur,146729.64,12495.47,3.0,4.0,17.0,3.0,"personal loan,credit-builder loan,auto loan",15.0,18.0,6.91,3.0,Standard,90.89,26.566977781404866,206.0,No,343.1160892955527,251.66244176791105,Low_spent_Medium_value_payments,149.92724047570275,Standard
116160,17572,7,Finkle Noele,38.0,364604810.0,Lawyer,56545.44,4619.12,8.0,8.0,27.0,7.0,"payday loan,home equity loan,auto loan,credit-builder loan,debt consolidation loan,debt consolidation loan,student loan",43.0,24.0,3.04,10.0,Bad,2493.18,36.10059258567939,163.0,Yes,184.67564631467988,38.04339098231016,High_spent_Small_value_payments,451.4640073064263,Poor
46148,15735,3,Cagef,29.0,691720444.0,Architect,58301.44,4998.453333333334,3.0,7.0,19.0,4.0,"mortgage loan,student loan,personal loan,credit-builder loan",7.0,15.0,7.44,0.0,Standard,352.44,30.92042637846836,318.0,Yes,169.9120689388641,100.22098451925788,Low_spent_Large_value_payments,300.44656950758684,Standard
57379,36378,2,iniz,53.0,375185371.0,Manager,114389.24,9637.436666666666,4.0,3.0,19.0,0.0,No Data,12.0,9.0,3.06,1.0,Standard,8.11,32.963518595464066,323.0,No,0.0,81.55143168737749,High_spent_Medium_value_payments,1068.8337753528162,Standard
135669,30023,4,rad Dorfmanq,41.0,777079801.0,Teacher,15931.72,1179.6433333333332,6.0,8.0,32.0,9.0,"credit-builder loan,auto loan,mortgage loan,mortgage loan,mortgage loan,not specified,mortgage loan,mortgage loan,debt consolidation loan",60.0,15.0,6.28,10.0,Bad,1693.97,35.733065959408286,226.0,Yes,93.40164570396924,28.379561223504943,Low_spent_Medium_value_payments,203.3711097774427,Poor
119935,26841,2,Steve Slaterk,27.0,580482588.0,Writer,68561.31,5594.4425,6.0,5.0,12.0,2.0,"mortgage loan,credit-builder loan",30.0,12.0,8.72,8.0,Standard,93.67,31.16033382315912,360.0,Yes,58.021273670209816,61.61540011670861,High_spent_Medium_value_payments,566.5777288993952,Standard
149111,38062,6,Oliviam,22.0,445114795.0,Entrepreneur,14665.31,1230.1091666666666,6.0,6.0,25.0,6.0,"not specified,mortgage loan,not specified,mortgage loan,payday loan,personal loan",38.0,18.0,2.7,6.0,Bad,4696.1,22.905081681047047,69.0,NM,44.18837100071423,12.973848018400414,Low_spent_Small_value_payments,241.9741163319185,Standard
82307,11626,6,Jason Langes,25.0,195306889.0,Journalist,16066.29,1154.8575,6.0,5.0,8.0,2.0,"payday loan,mortgage loan",24.0,14.0,5.66,1.0,Good,78.69,23.353552026725303,388.0,No,23.32325868837573,22.21965281317205,Low_spent_Small_value_payments,243.5745309572952,Standard
100507,16961,2,Jessicaf,19.0,606315436.0,Media_Manager,36178.94,2737.911666666667,5.0,7.0,7.0,2.0,"student loan,student loan",24.0,13.0,23.9,8.0,Standard,1562.82,33.92171016197875,185.0,Yes,44.33900647409711,73.02839653726133,Low_spent_Small_value_payments,331.2888140728992,Standard
43271,6938,6,Michaeli,45.0,25910217.0,Accountant,29594.87,2493.2391666666667,5.0,6.0,7.0,3.0,"personal loan,student loan,credit-builder loan",29.0,8.0,9.69,11.0,Standard,772.83,23.57238928495025,357.0,Yes,70.19507834483241,36.10702816225242,High_spent_Small_value_payments,343.9948358989152,Standard
50240,10548,3,Chang-Rani,33.0,929549881.0,Lawyer,40067.1,3237.925,3.0,6.0,11.0,1.0,debt consolidation loan,0.0,9.0,7.33,0.0,Good,1109.77,37.081137523930224,384.0,No,18.86285316658192,37.50079207785743,Low_spent_Large_value_payments,334.8870867719376,Good
100015,40875,2,Davidp,41.0,543304902.0,Architect,27738.99,2120.5825,5.0,7.0,20.0,0.0,No Data,17.0,9.0,0.87,0.0,Standard,425.01,27.434504513764075,207.0,No,0.0,58.80340856938485,Low_spent_Small_value_payments,274.11584305742167,Standard
